source,target,partial_correlation,edge_type
CompFrust-P,performance,-0.1846324473022776,mechanism_to_outcome
CompFrust-P,experience,-0.02842571524848767,mechanism_to_outcome
RelSat-P,cheating_behavior,0.012034567057277536,mechanism_to_outcome
RelSat-P,performance,-0.06522029132998224,mechanism_to_outcome
RelSat-P,experience,0.0881139730177018,mechanism_to_outcome
RelFrust-P,cheating_behavior,0.020752711004345316,mechanism_to_outcome
RelFrust-P,performance,0.11198305403027148,mechanism_to_outcome
RelFrust-P,experience,-0.10732473385535525,mechanism_to_outcome
CogDisc-P,cheating_behavior,0.05388015692342294,mechanism_to_outcome
CogDisc-P,performance,-0.08001514201619221,mechanism_to_outcome
CogDisc-P,experience,-0.27466875527405576,mechanism_to_outcome
MoralDis-P,cheating_behavior,-0.020968092400223313,mechanism_to_outcome
MoralDis-P,performance,-0.05242739139893844,mechanism_to_outcome
MoralDis-P,experience,0.002476810603575538,mechanism_to_outcome
DescNorms-P,cheating_behavior,0.04547416580569424,mechanism_to_outcome
DescNorms-P,performance,-0.003424340199971029,mechanism_to_outcome
DescNorms-P,experience,0.03817183953923521,mechanism_to_outcome
InjNorms-P,cheating_behavior,-0.03460200662792998,mechanism_to_outcome
InjNorms-P,performance,-0.019564145249150962,mechanism_to_outcome
InjNorms-P,experience,0.01772377262319729,mechanism_to_outcome
RefGroupID-P,cheating_behavior,0.0005456565970021883,mechanism_to_outcome
RefGroupID-P,performance,-0.015468251766011413,mechanism_to_outcome
RefGroupID-P,experience,-0.024695590417675165,mechanism_to_outcome
SocSanc-P,cheating_behavior,0.0331177340745222,mechanism_to_outcome
SocSanc-P,performance,0.0060942070602156,mechanism_to_outcome
SocSanc-P,experience,0.0005098461243613494,mechanism_to_outcome
PerfAcc-P,cheating_behavior,0.010625115295853764,mechanism_to_outcome
PerfAcc-P,performance,0.02609523473209971,mechanism_to_outcome
PerfAcc-P,experience,0.04099179763782753,mechanism_to_outcome
VicarExp-P,cheating_behavior,0.05150704813485153,mechanism_to_outcome
VicarExp-P,performance,-0.024424715917610765,mechanism_to_outcome
VicarExp-P,experience,-0.03040369798559161,mechanism_to_outcome
VerbPers-P,cheating_behavior,0.020334285173326586,mechanism_to_outcome
VerbPers-P,performance,0.003049384827324229,mechanism_to_outcome
VerbPers-P,experience,-0.05258484085715505,mechanism_to_outcome
EmoArousal-P,cheating_behavior,-0.023737922828789344,mechanism_to_outcome
EmoArousal-P,performance,-0.010384890925891666,mechanism_to_outcome
EmoArousal-P,experience,0.05529919039619615,mechanism_to_outcome
EffectHonest-P,cheating_behavior,-0.01201060186743795,mechanism_to_outcome
EffectHonest-P,performance,-0.0386443485960741,mechanism_to_outcome
EffectHonest-P,experience,0.01781433322943861,mechanism_to_outcome
EffectPerf-P,cheating_behavior,-0.04584208165957674,mechanism_to_outcome
EffectPerf-P,performance,-0.026200766729361218,mechanism_to_outcome
EffectPerf-P,experience,0.11974766219806829,mechanism_to_outcome
EffectExp-P,cheating_behavior,-0.006942402678920672,mechanism_to_outcome
EffectExp-P,performance,-0.04331769133400987,mechanism_to_outcome
EffectExp-P,experience,-0.032244807380348774,mechanism_to_outcome
Ability-P,cheating_behavior,-0.016154305702636616,mechanism_to_outcome
Ability-P,performance,-0.005931624416507695,mechanism_to_outcome
Ability-P,experience,-0.05331158737756358,mechanism_to_outcome
cheating_behavior,performance,0.356287735261006,outcome_to_outcome
cheating_behavior,experience,-0.03427319329003553,outcome_to_outcome
performance,experience,0.05755269467109894,outcome_to_outcome
